id,entry_type,target_audience,role,region,question,answer,ml_tag
2628,resume_rewrite,all_job_seekers,UX Designer,Global Remote,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2629,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2630,career_qa,all_job_seekers,Marketing Analyst,US/EU,What is the best way for a new job seeker to break into a Marketing Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2631,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
2632,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2633,career_qa,all_job_seekers,Marketing Analyst,Global Remote,What is the best way for a new job seeker to break into a Marketing Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2634,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2635,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2636,ats_keywords,all_job_seekers,UX Designer,US/EU,What ATS keywords should a UX Designer include for roles in US/EU?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2637,career_qa,all_job_seekers,Marketing Analyst,US/EU,What is the best way for a new job seeker to break into a Marketing Analyst role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2638,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2639,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2640,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2641,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2642,mock_interview,all_job_seekers,UX Designer,Global Remote,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
2643,resume_rewrite,all_job_seekers,Product Manager,Africa,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2644,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2645,ats_keywords,all_job_seekers,Data Analyst,Africa,What ATS keywords should a Data Analyst include for roles in Africa?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2646,mock_interview,all_job_seekers,Marketing Analyst,Global Remote,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
2647,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2648,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2649,resume_rewrite,all_job_seekers,UX Designer,Africa,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2650,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2651,ats_keywords,all_job_seekers,Software Engineer,Global Remote,What ATS keywords should a Software Engineer include for roles in Global Remote?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2652,ats_keywords,all_job_seekers,Software Engineer,Global Remote,What ATS keywords should a Software Engineer include for roles in Global Remote?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2653,mock_interview,all_job_seekers,Software Engineer,Africa,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
2654,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2655,mock_interview,all_job_seekers,Data Analyst,Global Remote,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
2656,ats_keywords,all_job_seekers,Software Engineer,Africa,What ATS keywords should a Software Engineer include for roles in Africa?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2657,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2658,career_qa,all_job_seekers,IT Support,Africa,What is the best way for a new job seeker to break into a IT Support role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2659,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2660,resume_rewrite,all_job_seekers,UX Designer,US/EU,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2661,resume_rewrite,all_job_seekers,Data Analyst,Global Remote,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2662,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2663,ats_keywords,all_job_seekers,Data Analyst,US/EU,What ATS keywords should a Data Analyst include for roles in US/EU?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2664,ats_keywords,all_job_seekers,Marketing Analyst,Africa,What ATS keywords should a Marketing Analyst include for roles in Africa?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2665,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
2666,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2667,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2668,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2669,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2670,resume_rewrite,all_job_seekers,Data Analyst,Africa,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2671,mock_interview,all_job_seekers,Software Engineer,Global Remote,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
2672,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2673,mock_interview,all_job_seekers,Marketing Analyst,Africa,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
2674,resume_rewrite,all_job_seekers,Product Manager,Africa,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2675,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2676,ats_keywords,all_job_seekers,Software Engineer,Africa,What ATS keywords should a Software Engineer include for roles in Africa?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2677,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2678,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
2679,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2680,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2681,resume_rewrite,all_job_seekers,Marketing Analyst,Africa,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2682,mock_interview,all_job_seekers,Marketing Analyst,US/EU,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
2683,resume_rewrite,all_job_seekers,Data Analyst,Global Remote,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2684,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2685,resume_rewrite,all_job_seekers,UX Designer,Africa,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2686,career_qa,all_job_seekers,UX Designer,Africa,What is the best way for a new job seeker to break into a UX Designer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2687,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2688,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2689,resume_rewrite,all_job_seekers,Product Manager,Global Remote,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2690,career_qa,all_job_seekers,Software Engineer,Africa,What is the best way for a new job seeker to break into a Software Engineer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2691,mock_interview,all_job_seekers,UX Designer,US/EU,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
2692,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2693,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2694,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
2695,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2696,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
2697,mock_interview,all_job_seekers,Software Engineer,US/EU,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
2698,resume_rewrite,all_job_seekers,Product Manager,US/EU,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2699,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2700,career_qa,all_job_seekers,IT Support,Africa,What is the best way for a new job seeker to break into a IT Support role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2701,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2702,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2703,resume_rewrite,all_job_seekers,Data Analyst,US/EU,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2704,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2705,career_qa,all_job_seekers,IT Support,Global Remote,What is the best way for a new job seeker to break into a IT Support role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2706,career_qa,all_job_seekers,UX Designer,Africa,What is the best way for a new job seeker to break into a UX Designer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2707,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2708,ats_keywords,all_job_seekers,UX Designer,US/EU,What ATS keywords should a UX Designer include for roles in US/EU?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2709,career_qa,all_job_seekers,Marketing Analyst,Global Remote,What is the best way for a new job seeker to break into a Marketing Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2710,career_qa,all_job_seekers,Product Manager,US/EU,What is the best way for a new job seeker to break into a Product Manager role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2711,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2712,mock_interview,all_job_seekers,Product Manager,Africa,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2713,ats_keywords,all_job_seekers,Marketing Analyst,Global Remote,What ATS keywords should a Marketing Analyst include for roles in Global Remote?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2714,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2715,ats_keywords,all_job_seekers,Product Manager,Africa,What ATS keywords should a Product Manager include for roles in Africa?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2716,ats_keywords,all_job_seekers,UX Designer,Africa,What ATS keywords should a UX Designer include for roles in Africa?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2717,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2718,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
2719,career_qa,all_job_seekers,Data Analyst,Global Remote,What is the best way for a new job seeker to break into a Data Analyst role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2720,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2721,career_qa,all_job_seekers,Software Engineer,Africa,What is the best way for a new job seeker to break into a Software Engineer role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2722,resume_rewrite,all_job_seekers,Data Analyst,US/EU,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2723,resume_rewrite,all_job_seekers,Marketing Analyst,Africa,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2724,resume_rewrite,all_job_seekers,Software Engineer,Global Remote,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2725,mock_interview,all_job_seekers,Software Engineer,US/EU,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
2726,mock_interview,all_job_seekers,UX Designer,Global Remote,Mock interview question for an entry-level UX Designer role.,"Describe a project where you applied relevant skills for a UX Designer. Focus on problem, action, and result.",finetuning
2727,mock_interview,all_job_seekers,IT Support,Global Remote,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2728,ats_keywords,all_job_seekers,Marketing Analyst,Global Remote,What ATS keywords should a Marketing Analyst include for roles in Global Remote?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2729,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2730,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2731,resume_rewrite,all_job_seekers,Marketing Analyst,Africa,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2732,career_qa,all_job_seekers,IT Support,US/EU,What is the best way for a new job seeker to break into a IT Support role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2733,mock_interview,all_job_seekers,Product Manager,Global Remote,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2734,ats_keywords,all_job_seekers,IT Support,Africa,What ATS keywords should a IT Support include for roles in Africa?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
2735,resume_rewrite,all_job_seekers,Product Manager,Africa,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2736,mock_interview,all_job_seekers,Data Analyst,US/EU,Mock interview question for an entry-level Data Analyst role.,"Describe a project where you applied relevant skills for a Data Analyst. Focus on problem, action, and result.",finetuning
2737,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2738,resume_rewrite,all_job_seekers,Software Engineer,Global Remote,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2739,resume_rewrite,all_job_seekers,Marketing Analyst,Global Remote,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2740,resume_rewrite,all_job_seekers,Data Analyst,Africa,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2741,career_qa,all_job_seekers,Product Manager,US/EU,What is the best way for a new job seeker to break into a Product Manager role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2742,mock_interview,all_job_seekers,Product Manager,US/EU,Mock interview question for an entry-level Product Manager role.,"Describe a project where you applied relevant skills for a Product Manager. Focus on problem, action, and result.",finetuning
2743,ats_keywords,all_job_seekers,UX Designer,US/EU,What ATS keywords should a UX Designer include for roles in US/EU?,"Include keywords such as ux designer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2744,ats_keywords,all_job_seekers,Data Analyst,US/EU,What ATS keywords should a Data Analyst include for roles in US/EU?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
2745,ats_keywords,all_job_seekers,Data Analyst,Global Remote,What ATS keywords should a Data Analyst include for roles in Global Remote?,"Include keywords such as data analyst, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2746,career_qa,all_job_seekers,UX Designer,Global Remote,What is the best way for a new job seeker to break into a UX Designer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2747,career_qa,all_job_seekers,Software Engineer,Global Remote,What is the best way for a new job seeker to break into a Software Engineer role in Global Remote?,"In Global Remote, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2748,mock_interview,all_job_seekers,IT Support,Africa,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2749,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2750,resume_rewrite,all_job_seekers,UX Designer,Global Remote,Rewrite this resume bullet for a UX Designer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
2751,ats_keywords,all_job_seekers,Software Engineer,Global Remote,What ATS keywords should a Software Engineer include for roles in Global Remote?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
2752,mock_interview,all_job_seekers,IT Support,US/EU,Mock interview question for an entry-level IT Support role.,"Describe a project where you applied relevant skills for a IT Support. Focus on problem, action, and result.",finetuning
2753,career_qa,all_job_seekers,Marketing Analyst,Africa,What is the best way for a new job seeker to break into a Marketing Analyst role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
2754,ats_keywords,all_job_seekers,IT Support,Global Remote,What ATS keywords should a IT Support include for roles in Global Remote?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
